epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,45222.3,1.02547,1.92671,0.27658,0.95935,1.4975,0.98182,0.98714,0.99088,0.75114,0.98182,0.98714,0.99088,0.56606,0.9356,1.38813,0.07794,0.43854,1.48305,0.000551584,0.000551584,0.000551584
96,45679.1,1.0245,1.87134,0.27098,0.95723,1.50078,0.96929,0.94919,0.98336,0.74017,0.96628,0.94616,0.97935,0.58028,0.92668,1.30406,0.06254,0.47114,1.4668,0.000543837,0.000543837,0.000543837
97,46135.7,1.00254,1.87667,0.27694,0.95918,1.48654,0.96568,0.97376,0.98853,0.74391,0.9597,0.9677,0.98174,0.57606,0.94304,1.35016,0.06389,0.45464,1.48387,0.000536081,0.000536081,0.000536081
98,46591.4,0.99256,1.84697,0.27217,0.95906,1.48249,0.9799,0.9926,0.99123,0.74108,0.9799,0.9926,0.99123,0.5932,0.98229,1.30494,0.04463,0.43178,1.50153,0.000528318,0.000528318,0.000528318
99,47048.4,1.02109,1.84844,0.26978,0.93566,1.4925,0.92182,0.98717,0.99064,0.74644,0.91863,0.9837,0.98696,0.5647,0.88385,1.36424,0.05857,0.45633,1.43115,0.000520548,0.000520548,0.000520548
100,47504.2,1.03126,1.8619,0.27774,0.99154,1.52951,0.96198,0.95016,0.98254,0.74555,0.96198,0.95016,0.98254,0.57134,0.91603,1.32344,0.04393,0.45573,1.45638,0.000512775,0.000512775,0.000512775
101,47961,1.00604,1.90155,0.2728,0.95788,1.4944,0.96854,0.98786,0.98932,0.74215,0.96854,0.98786,0.98932,0.58026,0.93533,1.30657,0.04928,0.45237,1.45696,0.000505,0.000505,0.000505
102,48418.1,0.98842,1.7603,0.26295,0.93986,1.46951,0.97062,0.97899,0.98948,0.72682,0.96438,0.97249,0.981,0.55645,0.97395,1.35665,0.04807,0.48954,1.50715,0.000497225,0.000497225,0.000497225
103,48875.2,1.00509,1.83577,0.27357,0.94927,1.49453,0.95054,0.96162,0.97814,0.73642,0.95054,0.96162,0.97814,0.54804,0.90366,1.33069,0.03991,0.4903,1.46046,0.000489452,0.000489452,0.000489452
104,49331.9,0.99699,1.78915,0.26263,0.97356,1.48732,0.96887,0.96572,0.98,0.76598,0.96887,0.96572,0.98,0.58004,0.84184,1.27696,0.0422,0.45759,1.40476,0.000481682,0.000481682,0.000481682
105,49788.2,0.98707,1.73875,0.27215,0.9209,1.4825,0.97293,0.98042,0.98674,0.75817,0.96993,0.97739,0.98213,0.57909,0.88272,1.28312,0.05428,0.42152,1.44319,0.000473919,0.000473919,0.000473919
